Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
78,3.0,0.0,0.0,2049.0,18.0,114.0,5816.0,0.1,103.40800000000007,0.0,0.0,856.9714167118073,,,,,,,,,,,,,,,,,,,,,45.15119166211335,31.55119354886188,98.45758085464747,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,2103.0,19.0,54.0,5870.0,0.1,30.707000000000022,0.0,0.0,862.1722264289856,,,,,,,,,,,,,,,,,,,,,11.643410521225588,9.416976947832685,30.13850269874862,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,2150.0,20.0,47.0,5917.0,0.1,29.90900000000002,0.0,0.0,866.8116116523743,,,,,,,,,,,,,,,,,,,,,9.013813282362005,10.107925879784762,29.544410051421778,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,111.0,1.0,111.0,6028.0,0.1,70.00800000000001,0.0,0.0,1070.634815454483,,,,,,,,,,,,,,,,,,,,,31.00489953485818,22.116725697888185,66.69978902990154,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,242.0,2.0,131.0,6159.0,0.1,79.53000000000002,0.0,0.0,1082.49587059021,,,,,,,,,,,,,,,,,,,,,31.71873031196893,22.75416770147497,75.52582244820601,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,306.0,3.0,64.0,6223.0,0.1,36.808,0.0,0.0,1088.5797140598297,,,,,,,,,,,,,,,,,,,,,13.956138812323477,11.057696024567967,35.9867446185037,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,420.0,4.0,114.0,6337.0,0.1,107.50700000000005,0.0,0.0,1099.177591085434,,,,,,,,,,,,,,,,,,,,,45.41962529452231,32.96349604636268,102.5341284391743,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,535.0,5.0,115.0,6452.0,0.1,84.71800000000002,0.0,0.0,1109.987548828125,,,,,,,,,,,,,,,,,,,,,32.22668611954208,26.3529027925792,81.17419831869175,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,599.0,6.0,64.0,6516.0,0.1,34.70799999999999,0.0,0.0,1116.227655172348,,,,,,,,,,,,,,,,,,,,,9.518895059460084,10.84900275425778,34.16709073056496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,801.0,7.0,202.0,6718.0,0.1,210.6069999999997,0.0,0.0,1134.3541491031647,,,,,,,,,,,,,,,,,,,,,89.22462222516339,60.917128815125885,192.96937208531563,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,979.0,8.0,178.0,6896.0,0.1,118.50699999999975,0.0,0.0,1150.5305173397064,,,,,,,,,,,,,,,,,,,,,44.48531102454067,29.68927771389458,110.81012407565892,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1046.0,9.0,67.0,6963.0,0.1,35.31500000000001,0.0,0.0,1157.0893685817719,,,,,,,,,,,,,,,,,,,,,11.325030615086101,9.955664960326228,34.62543920175354,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1094.0,10.0,48.0,7011.0,0.1,28.610000000000024,0.0,0.0,1161.9433541297913,,,,,,,,,,,,,,,,,,,,,8.198692744098633,9.560054579018587,28.27298043617518,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1145.0,11.0,51.0,7062.0,0.1,38.00799999999998,0.0,0.0,1166.9492983818054,,,,,,,,,,,,,,,,,,,,,14.03212114340423,12.747502049166066,37.36705857177135,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1189.0,12.0,44.0,7106.0,0.1,22.11100000000003,0.0,0.0,1171.5050399303436,,,,,,,,,,,,,,,,,,,,,5.602564002692135,7.254511014122442,21.90828183927827,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1221.0,13.0,32.0,7138.0,0.1,17.50700000000002,0.0,0.0,1174.8265466690063,,,,,,,,,,,,,,,,,,,,,5.093375273342476,5.927826462314751,17.3787521167344,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1285.0,14.0,64.0,7202.0,0.1,51.90699999999997,0.0,0.0,1181.2434678077698,,,,,,,,,,,,,,,,,,,,,20.6896050307069,16.579170376393293,50.68418295977135,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1586.0,15.0,301.0,7503.0,0.1,260.2059999999993,0.0,0.0,1207.902337551117,,,,,,,,,,,,,,,,,,,,,108.96330453394688,64.3809789649631,227.86354456085905,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1651.0,16.0,65.0,7568.0,0.1,44.10899999999999,0.0,0.0,1214.1626369953156,,,,,,,,,,,,,,,,,,,,,14.520493346154288,14.63269941050366,43.25162793674554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1838.0,17.0,187.0,7755.0,0.1,166.81,0.0,0.0,1230.9734671115875,,,,,,,,,,,,,,,,,,,,,74.87945271297129,47.38292931437412,153.11361646198185,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1897.0,18.0,59.0,7814.0,0.1,39.807,0.0,0.0,1236.6427216529846,,,,,,,,,,,,,,,,,,,,,14.112381735829619,12.355922309658673,39.05243529574224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1945.0,19.0,48.0,7862.0,0.1,32.307999999999986,0.0,0.0,1241.6506607532501,,,,,,,,,,,,,,,,,,,,,10.177870822034988,10.94581315275178,31.883196710767145,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2040.0,20.0,95.0,7957.0,0.1,48.618,0.0,0.0,1250.4413557052612,,,,,,,,,,,,,,,,,,,,,16.523120261529183,12.99986518925763,47.142541515644524,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,68.0,1.0,68.0,8025.0,0.1,57.20800000000003,0.0,0.0,1513.6239171028137,,,,,,,,,,,,,,,,,,,,,21.09580546298964,19.040583650316215,55.88519974280255,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,286.0,2.0,218.0,8243.0,0.1,189.40799999999945,0.0,0.0,1533.4952900409698,,,,,,,,,,,,,,,,,,,,,72.67491962336733,55.7026877726284,173.91251864688107,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,495.0,3.0,209.0,8452.0,0.1,181.108,0.0,0.0,1552.1969330310822,,,,,,,,,,,,,,,,,,,,,77.13590430897412,50.52033874957911,165.31706481198353,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,628.0,4.0,133.0,8585.0,0.1,109.41200000000012,0.0,0.0,1564.2686457633972,,,,,,,,,,,,,,,,,,,,,46.629333638667326,33.8406186460087,103.41702926756305,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,726.0,5.0,98.0,8683.0,0.1,59.91200000000001,0.0,0.0,1573.2806537151337,,,,,,,,,,,,,,,,,,,,,18.512273226606677,18.810349895632555,58.214167344313815,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,828.0,6.0,102.0,8785.0,0.1,87.10600000000004,0.0,0.0,1582.9131708145142,,,,,,,,,,,,,,,,,,,,,36.80798489483171,26.634776776293236,83.51853910038886,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,961.0,7.0,133.0,8918.0,0.1,136.80600000000013,0.0,0.0,1595.0432941913605,,,,,,,,,,,,,,,,,,,,,59.88412876003406,40.56141075766718,129.09948073690848,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1129.0,8.0,168.0,9086.0,0.1,167.8069999999999,0.0,0.0,1610.2748081684113,,,,,,,,,,,,,,,,,,,,,75.0838615664362,47.216102893824335,155.50376327963474,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1183.0,9.0,54.0,9140.0,0.1,48.306000000000004,0.0,0.0,1615.5541636943817,,,,,,,,,,,,,,,,,,,,,19.15477566530035,16.082720340553063,47.36632740255148,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1366.0,10.0,183.0,9323.0,0.1,120.41499999999981,0.0,0.0,1631.9323046207428,,,,,,,,,,,,,,,,,,,,,44.03106612238759,33.127730805373346,112.58236705133872,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1405.0,11.0,39.0,9362.0,0.1,31.507000000000005,0.0,0.0,1636.1125633716583,,,,,,,,,,,,,,,,,,,,,11.753569162725576,10.854619311861212,31.11080129444129,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1553.0,12.0,148.0,9510.0,0.1,118.50700000000006,0.0,0.0,1649.6059918403625,,,,,,,,,,,,,,,,,,,,,54.21516565471398,32.57438528080085,110.70445368602068,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1598.0,13.0,45.0,9555.0,0.1,26.207000000000026,0.0,0.0,1654.1882684230804,,,,,,,,,,,,,,,,,,,,,7.509558364971969,8.710427885628924,25.92088572413882,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1793.0,14.0,195.0,9750.0,0.1,157.3129999999999,0.0,0.0,1671.6051750183105,,,,,,,,,,,,,,,,,,,,,62.82983258329001,45.98190420083373,145.35174077606973,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1935.0,15.0,142.0,9892.0,0.1,104.40699999999983,0.0,0.0,1684.551561832428,,,,,,,,,,,,,,,,,,,,,38.28181866917177,29.788622879527004,99.16922102180021,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2025.0,16.0,90.0,9982.0,0.1,59.60799999999998,0.0,0.0,1693.1864442825317,,,,,,,,,,,,,,,,,,,,,23.172515450636862,18.233666281766464,57.63769135446025,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2077.0,17.0,52.0,10034.0,0.1,43.90599999999999,0.0,0.0,1698.350530385971,,,,,,,,,,,,,,,,,,,,,16.6146204078313,14.765761551716013,43.12825311677319,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2139.0,18.0,62.0,10096.0,0.1,50.107000000000006,0.0,0.0,1704.3188564777374,,,,,,,,,,,,,,,,,,,,,19.575130566165328,16.616101199226954,48.99127546455141,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2780.0,19.0,641.0,10737.0,0.1,553.9290000000004,0.0,0.0,1760.6885013580322,,,,,,,,,,,,,,,,,,,,,197.19664836949892,131.34392413897527,428.38228458203076,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2926.0,20.0,146.0,10883.0,0.1,99.80799999999982,0.0,0.0,1773.8754913806915,,,,,,,,,,,,,,,,,,,,,35.80813564376391,28.008692766255315,94.76945633923253,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,280.0,1.0,280.0,11163.0,0.1,278.6089999999991,0.0,0.0,2130.2874290943146,,,,,,,,,,,,,,,,,,,,,123.10166919201879,75.39770085598785,244.6295470908693,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,691.0,2.0,411.0,11574.0,0.1,322.5070000000012,0.0,0.0,2166.7071526050568,,,,,,,,,,,,,,,,,,,,,117.90963929124072,84.10214689621472,274.59505376377393,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,740.0,3.0,49.0,11623.0,0.1,33.60799999999998,0.0,0.0,2171.487581014633,,,,,,,,,,,,,,,,,,,,,11.471444510015589,11.272985309322664,33.11209028749393,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,1006.0,4.0,266.0,11889.0,0.1,206.10599999999957,0.0,0.0,2195.1560111045837,,,,,,,,,,,,,,,,,,,,,77.46023785598165,53.926462391470174,185.87313713143448,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,1416.0,5.0,410.0,12299.0,0.1,349.71199999999993,0.0,0.0,2230.9827892780304,,,,,,,,,,,,,,,,,,,,,136.99538329479327,88.93364858395951,294.131862442157,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,1670.0,6.0,254.0,12553.0,0.1,225.80800000000002,0.0,0.0,2253.2679781913757,,,,,,,,,,,,,,,,,,,,,91.45190017669536,66.93033440819876,202.98498433881264,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1814.0,7.0,144.0,12697.0,0.1,129.80700000000007,0.0,0.0,2266.1502549648285,,,,,,,,,,,,,,,,,,,,,53.304492357717464,39.0471718615617,122.37578228928493,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1917.0,8.0,103.0,12800.0,0.1,81.006,0.0,0.0,2275.629210472107,,,,,,,,,,,,,,,,,,,,,33.36346400091275,24.914274977844684,77.72493535367795,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,2048.0,9.0,131.0,12931.0,0.1,112.30699999999999,0.0,0.0,2287.6055307388306,,,,,,,,,,,,,,,,,,,,,42.30564811384497,34.11088696071175,106.97881073975506,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,2077.0,10.0,29.0,12960.0,0.1,13.806999999999995,0.0,0.0,2290.7392106056213,,,,,,,,,,,,,,,,,,,,,3.6484231951705453,4.661480521863677,13.728639277255287,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,2318.0,11.0,241.0,13201.0,0.1,148.6139999999999,0.0,0.0,2311.948157310486,,,,,,,,,,,,,,,,,,,,,61.43532710032326,45.110475314494025,134.07610430132053,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,2604.0,12.0,286.0,13487.0,0.1,198.9410000000001,0.0,0.0,2337.173800945282,,,,,,,,,,,,,,,,,,,,,66.9666494053403,57.70827054453717,180.14865543228197,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,2743.0,13.0,139.0,13626.0,0.1,97.81099999999999,0.0,0.0,2350.048667907715,,,,,,,,,,,,,,,,,,,,,40.80964556649062,30.362499945237982,92.32301296918325,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,2818.0,14.0,75.0,13701.0,0.1,54.508,0.0,0.0,2357.285977125168,,,,,,,,,,,,,,,,,,,,,19.49682115923691,16.64174847200659,53.15198923954707,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,2891.0,15.0,73.0,13774.0,0.1,47.214999999999996,0.0,0.0,2364.167226076126,,,,,,,,,,,,,,,,,,,,,14.3174699814076,15.443837537810971,46.262303035124454,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,3292.0,16.0,401.0,14175.0,0.1,334.707,0.0,0.0,2399.0016102790833,,,,,,,,,,,,,,,,,,,,,137.16353816603717,77.78688326858179,280.26467027129155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,3745.0,17.0,453.0,14628.0,0.1,328.8219999999995,0.0,0.0,2438.4572970867157,,,,,,,,,,,,,,,,,,,,,141.6580255272908,84.73040267995464,265.18101127768136,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,4313.0,18.0,568.0,15196.0,0.1,497.9089999999989,0.0,0.0,2488.167925596237,,,,,,,,,,,,,,,,,,,,,198.38540567281652,121.77416317997256,385.9976989780972,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,4777.0,19.0,464.0,15660.0,0.1,473.00699999999847,0.0,0.0,2528.5141129493713,,,,,,,,,,,,,,,,,,,,,195.11002756151126,113.9206460698445,383.2420480655421,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,5614.0,20.0,837.0,16497.0,0.1,731.9000000000013,0.0,0.0,2601.3704266548157,,,,,,,,,,,,,,,,,,,,,271.1886195213288,141.01395320705063,505.9264724791333,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
